질문,답변
네 잘 기억 해 두겠습니다.,다른 문의 사항은 없으세요?
더 이상 없네요.,그렇군요 언제든지 괜찮으니까 궁금한게 있으면 연락 주세요.
네 알겠습니다.,네 궁금증은 충분히 풀리셨나요?
네 감사합니다. 궁금한거 생기면 또 연락 드리겠습니다.,별 말씀을요. 저 또한 감사합니다.
뭐 하나만 물어봐도 되나요?,네 물론입니다. 상담센터를 알게 된 경로가 있나요?
인터넷 기사를 통해 알게 되었습니다.,그러시구나. 혹시 문의 사항이 어떤건가요?
성O구에서 열리는 문화행사에는 어떤게 있나요?,성O구에서 열리는 문화 행사에는 캠핑앤피크닉페어(이)가 있습니다.
그렇군요 믿을만한 정보겠죠?,네 최대한 정확한 정보를 제공 해드리고 있습니다.
그렇군요. 하나 더 여쭤봐도 돼요?,당연히 가능하죠. 어떤 건가요?
혹시 캠핑앤피크닉페어에 관하여 문의 할 수 있는 전화번호 알 수 있을까요?,좋은 질문 감사합니다.
예 제가 잘 몰라서요.,네 전화번호는 OO-OOO-OOOO 입니다.
그렇군요. 이해 했습니다. 감사해요.,도움이 될 수 있어서 뿌듯하네요. 언제든지 문의해 주세요.
아 네 알겠습니다. 그렇게 할게요.,이제 더 궁금하신 점 없으세요?
더 이상 없네요. 감사합니다.,그렇군요 저도 감사드립니다.
혹시 여기가 일반 행정 관련하여 질문 하는 곳 맞나요?,네 여기가 맞습니다만 무슨일로 연락 하신건가요?
아 뭐 좀 여쭤보려구요.,네 편하게 질문 해 주세요.
성O구에서 진행되는 캠핑앤피크닉페어 문화행사는 어떤 행사인가요?,질문 하시는 이유가 궁금한데 말씀해주실 수 있나요?
그냥 궁금해서요.,알겠습니다. 잠시만 정보를 찾아봐도 될까요?
아 네 급할 거 없습니다.,해당 문화행사는 캠핑 전시회 행사 입니다.
아 알겠습니다.,충분한 대답이 됐나요?
그렇습니다. 감사해요.,저 역시 도움이 될 수 있어 기쁘네요. 다른 문의 사항 없으신가요?
여줘보고 싶은데 하나 더 있습니다.,네 질문 해 주세요.
그럼 캠핑앤피크닉페어의 행사가 열리는 장소는 어디 인가요?,성O구 보문로38길 11 돈암동일하이빌 입니다.
알겠습니다. 감사합니다.,아 네 좋은 하루 보내세요. 감사합니다.
실례합니다. 시간 괜찮으신가요?,네 안녕하세요 무엇을 도와드릴까요?
뭐 좀 여쭤보려구요.,아 네 감사합니다 이렇게 연락 주시고.
어디에 문의하지 하다가 여기가 생각나더라구요.,네 질문이 뭔가요?
캠핑앤피크닉페어(이)라는 문화행사의 날짜는 언제 인가요?,네 잠시만 기다려 주세요.
네 천천히 하세요.,11월 2일 입니다.
와 이해가 쏙쏙 됩니다. 감사해요.,도움이 되셨다니 다행이네요.
네 감사합니다.,다른 문의 사항은 없으세요?
궁금한건 다 물어봤습니다.,네 저희는 항상 준비되어있으니 언제든 문의해 주세요.
알겠습니다. 언제든 문의 드리겠습니다.,네 알겠습니다. 상담은 도움이 좀 됐나요?
네 도움 많이 됐습니다. 친절한 상담 감사합니다.,네 감사합니다.
안녕하세요. 질문이 있어서 연락드립니다. 상담 가능한가요?,가능하죠. 그런데 저희 센터는 어떻게 알게 되신거에요?
신문에서 봤습니다.,아 정말요? 그렇군요. 어떤게 궁금하신가요?
강남구에서 열리는 문화행사에는 어떤게 있나요?,강남구에서 열리는 문화 행사에는 전국 창작 판소리 경연대회(이)가 있습니다.
아 그렇군요. 정확한 정보인가요?,네 제가 알고있는 한 정확한 정보입니다.
아하 감사합니다. 궁금한게 더 있는데 여쭤봐도 되나요?,물론이죠. 얼마든지 물어보세요.
혹시 전국 창작 판소리 경연대회에 관하여 문의 할 수 있는 전화번호 알 수 있을까요?,좋은 질문이네요.
네 전에 들었는데도 잘 모르겠더라구요.,네 전화번호는 OO-OOO-OOOO입니다.
네 이제 좀 알겠네요. 감사합니다.,도움이 되셨다면 다행입니다. 또 모르는게 있으면 언제든 말씀해세요.
네 궁금한게 생기면 또 물어볼게요.,더 물어볼거 있으신가요?
여쭤보고 싶은건 다 여쭤본거 같습니다. 감사합니다.,네 궁금한거 있으면 다시 문의 해 주세요.
여기가 일반 행정 관련 상담 해주는 곳 맞나요?,네 맞습니다. 무엇을 도와드릴까요?
질문이 있어서 연락 드렸습니다.,궁금한게 뭔가요?
강남구에서 진행되는 전국 창작 판소리 경연대회 문화행사는 어떤 행사인가요?,질문의 이유가 무엇인가요?
음 그냥요.,네 잠시만요 한번 확인 해 보겠습니다.
알겠습니다. 확인하시고 말씀해 주세요.,해당 문화행사는 판소리 경연 행사 입니다.
아 몰랐던 사실이네요.,대답이 좀 됐나요?
네 이해가 잘 됩니다.,도움이 되신다니 다행이네요. 또 궁금한 점 있으세요?
하나만 더 여쭤보겠습니다.,어떤건가요?
그럼 전국 창작 판소리 경연대회의 행사가 열리는 장소는 어디 인가요?,강북문화예술회관 대공연장 입니다.
그렇군요. 잘 알겠습니다. 오늘 질문 들어주셔서 감사했습니다.,네 궁금한거 있으면 다시 문의 해 주세요.
안녕하세요 처음 뵙겠습니다.,네 무엇을 도와드릴까요?
일반 행정 관련하여 한 가지 문의 드릴게 있어서요.,아 그렇습니까? 연락 주셔서 감사합니다.
어디에 문의하지 하다가 여기가 생각나더라구요.,네 문의하실 내용이 어떤거죠?
전국 창작 판소리 경연대회(이)라는 문화행사의 날짜는 언제 인가요?,네 잠시 파악할 시간을 주세요.
네 알겠습니다.,9월26일 입니다.
그렇군요 설명해주시니 확실히 이해가 잘 되네요. 감사합니다.,이해가 되신다니 다행입니다.
네 감사합니다.,더 궁금하신 점 있으세요?
여쭤보고 싶은건 다 여쭤본거 같습니다.,네 또 모르는게 있으면 언제든 말씀해세요.
아 네 알겠습니다. 그렇게 할게요.,궁금증이 좀 풀리셨나요?
네 도움 많이 됐습니다. 친절한 상담 감사합니다.,네 감사합니다. 좋은 하루 되세요.
안녕하세요. 질문이 있어서 연락드립니다. 상담 가능한가요?,가능합니다. 혹시 저희 기관은 어떻게 아시게 됐나요?
TV를 보고 알게되었습니다.,네 알겠습니다. 무슨일로 문의 해 주셨나요?
도봉구에서 열리는 문화행사에는 어떤게 있나요?,도봉구에서 열리는 문화 행사에는 도봉 역사문화 탐방(이)가 있습니다.
제가 몰라서 그러는데 확실 하겠죠?,네 최대한 정확한 정보를 제공 해드리고 있습니다.
네 감사합니다. 혹시 질문이 하나 더 있는데 해도 될까요?,당연히 가능하죠. 어떤 건가요?
혹시 도봉 역사문화 탐방에 관하여 문의 할 수 있는 전화번호 알 수 있을까요?,음 궁금할만 하죠.
네 전부터 이게 좀 궁금하더라구요.,네 전화번호는 OO-OOO-OOOO 입니다.
네 이제 좀 알겠네요. 감사합니다.,다행이네요 도움이 되셨다니. 다음에 또 궁금한게 생기면 언제든 연락 주세요.
네 궁금한게 생기면 또 물어볼게요.,다른 문의 사항 있으신가요?
이제 없습니다. 친절한 상담 감사합니다.,네 감사합니다. 언제든 문의 해 주세요.
혹시 여기가 상담 센터 맞나요?,네 맞아요. 무엇 때문에 연락 주셨나요?
뭐 하나만 여쭤보려고 연락 드렸습니다.,어떤거요?
도봉구에서 진행되는 도봉 역사문화 탐방 문화행사는 어떤 행사인가요?,질문의 이유가 무엇인가요?
글쎄요. 그냥 궁금해서요.,네 알겠습니다. 혹시 잠시만 찾아봐도 될까요?
네 천천히 하세요.,해당 문화행사는 문화해설사와 방학동 명소 탐방 행사 입니다.
아하 그렇군요.,궁금증이 좀 풀리셨나요?
그렇습니다. 감사해요.,다행입니다. 또 다른 질문 있나요?
하나만 더 여쭤보겠습니다.,아 또 있으시군요. 어떤 건가요?
그럼 도봉 역사문화 탐방의 행사가 열리는 장소는 어디 인가요?,00구 00로 00길 00 입니다.
아 그렇군요. 이제 질문은 더 없습니다. 감사합니다.,네 감사합니다. 좋은 하루 되세요.
안녕하세요 또 연락 드리게 되네요.,네 어떤 것 때문에 연락 주셨나요?
여쭤볼게 있어서 문의 드립니다.,아 그렇군요 연락 주셔서 감사합니다.
아 아닙니다 제가 더 감사하죠.,네 질문이 뭔가요?
도봉 역사문화 탐방(이)라는 문화행사의 날짜는 언제 인가요?,네 잠시 파악할 시간을 주세요.
아 네 기다리겠습니다.,11월16일 입니다.
그렇군요 정말 알기 쉽게 잘 설명 해주시네요. 감사합니다.,이해가 되신다니 다행입니다.
네 정말 감사드립니다.,또 다른 질문 있나요?
더 이상 없네요.,알겠습니다 다음에 또 궁금한게 생기면 언제든 연락 주세요.
네 알겠습니다.,네 알겠습니다. 상담은 도움이 좀 됐나요?
네 그럼요 감사합니다.,네 감사합니다. 좋은 하루 보내시길 바랍니다.
여쭤볼게 있는데요. 상담 가능한가요?,그럼요. 저희 상담센터는 어떻게 아셨나요?
뉴스를 통해 알게 되었습니다.,아 정말요? 그렇군요. 어떤게 궁금하신가요?
노원구에서 열리는 문화행사에는 어떤게 있나요?,노원구에서 열리는 문화 행사에는 노원수학문화관 12월 체험탐구활동(이)가 있습니다.
감사합니다. 공식적인 답변인가요?,제가 틀릴수도 있지만 저는 그렇게 알고 있습니다.
감사해요. 아 질문 또 있는데 해도 되나요?,가능하죠. 말씀하세요.
혹시 노원수학문화관 12월 체험탐구활동에 관하여 문의 할 수 있는 전화번호 알 수 있을까요?,음 궁금할만 하죠.
네 제가 모르는게 많네요.,네 전화번호는 OO-OOO-OOOO 입니다.
이해가 잘 되네요. 감사합니다.,이해 되셨다니 다행입니다. 언제든지 괜찮으니까 궁금한게 있으면 연락 주세요.
네 그렇게 할게요.,더 물어볼거 있으신가요?
이제 없습니다. 친절한 상담 감사합니다.,아 네 좋은 하루 보내세요. 감사합니다.
여기가 일반 행정 관련 상담 해주는 곳 맞나요?,네 맞아요. 무엇 때문에 연락 주셨나요?
질문이 있어서 연락 드렸습니다.,궁금한게 뭔가요?
노원구에서 진행되는 노원수학문화관 12월 체험탐구활동 문화행사는 어떤 행사인가요?,혹시 질문하시는 이유가 뭔가요?
그냥 제가 잘 몰라서요.,그렇군요 잠시만 정보를 찾아봐도 괜찮을까요?
네 알겠습니다.,해당 문화행사는 체험탐구활동 행사 입니다.
아 그렇군요. 제가 모르는게 참 많네요.,궁금하신 점은 좀 해결이 되셨나요?
네 몰랐던 걸 알게 되어 기쁩니다.,다행이네요. 다른 질문 있으신가요?
하나만 더 여쭤보겠습니다.,어떤건가요?
그럼 노원수학문화관 12월 체험탐구활동의 행사가 열리는 장소는 어디 인가요?,노원수학문학관 4층 다목적실 입니다.
아 그렇군요. 이제 질문은 더 없습니다. 감사합니다.,그렇군요. 저도 감사드립니다.
안녕하세요 또 연락 드리게 되네요.,네 무엇을 도와드릴까요?
질문이 있어서 연락 드렸습니다.,아 그렇군요 연락 주셔서 감사합니다.
아닙니다. 시간 내주셔서 감사하죠.,아 네 궁금하신게 어떤거죠?
노원수학문화관 12월 체험탐구활동(이)라는 문화행사의 날짜는 언제 인가요?,네 잠시 알아보고 바로 말씀 드리겠습니다.
아 네 기다리겠습니다.,12월5일 입니다.
그렇군요 설명해주시니 확실히 이해가 잘 되네요. 감사합니다.,이해가 되신다니 다행입니다.
네 잘 기억 해 두겠습니다.,다른 질문 있으신가요?
아 이제 없습니다.,그렇군요 언제든지 괜찮으니까 궁금한게 있으면 연락 주세요.
네 알겠습니다.,네 충분한 도움이 됐나요?
네 도움 많이 됐습니다. 친절한 상담 감사합니다.,저도 감사합니다. 다음에 또 문의 주세요.
일반 행정 관련하여 궁금한게 있는데 여쭤봐도 될까요?,가능하죠. 그런데 저희 센터는 어떻게 알게 되신거에요?
신문에서 봤습니다.,아 네 참고하도록 하겠습니다. 혹시 문의하실 내용이 어떤건가요?
은평구에서 열리는 문화행사에는 어떤게 있나요?,은평구에서 열리는 문화 행사에는 100년의 봄 그리고 은평 공연(이)가 있습니다.
그동안 모르고있었는데 답변해주신 내용이 맞는거죠?,네 최대한 정확한 정보를 제공 해드리고 있습니다.
알겠습니다. 질문 하나 더 해도 되나요?,네 편하게 말씀하세요.
혹시 100년의 봄 그리고 은평 공연에 관하여 문의 할 수 있는 전화번호 알 수 있을까요?,좋은 질문 감사합니다.
예 제가 너무 모르는거 같습니다.,네 전화번호는 OO-OOO-OOOO 입니다.
알려주셔서 감사합니다. 이해가 좀 되네요.,도움이 될 수 있어서 뿌듯하네요. 언제든지 문의해 주세요.
알겠습니다. 그렇게 하도록 하겠습니다.,더 물어볼거 있으신가요?
이제 궁금한건 다 물어봤습니다. 감사합니다.,네 감사합니다. 언제든 문의 해 주세요.
